"Painting","Year","Y","Color","Size"
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,17,"#503d35",0.313725490196
"Szenen aus dem Leben Petri; Szene by Masaccio",1424,27,"#bb9f87",0.733333333333
"Altarretabel von San Domenico in Fiesole; Szene by Fra Angelico",1424,26,"#bf9371",0.749019607843
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,26,"#8e7968",0.556862745098
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,29,"#c9b4a0",0.788235294118
"Fresko im Dom zu Urbino; Szene by Gentile da Fabriano",1425,4,"#5c4442",0.360784313725
"Hl. Anna Selbdritt by Masaccio",1425,47,"#d8d2bb",0.847058823529
"Hl. Anna Selbdritt by Masolino da Panicale",1425,34,"#d1b691",0.819607843137
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,23,"#907360",0.564705882353
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,11,"#412b26",0.254901960784
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,3,"#231211",0.137254901961
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,20,"#624b3f",0.38431372549
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,13,"#76564d",0.462745098039
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,22,"#45342a",0.270588235294
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,18,"#8b7165",0.545098039216
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,26,"#9c7f68",0.611764705882
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,26,"#807267",0.501960784314
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,34,"#b6a389",0.713725490196
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,34,"#b09e85",0.690196078431
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,12,"#372b28",0.21568627451
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,34,"#a59f97",0.647058823529
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,30,"#b7a898",0.717647058824
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,0,"#4f4040",0.309803921569
"Mérode-Altar; Mitteltafel by Robert Campin",1425,11,"#572216",0.341176470588
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Filippino Lippi",1425,33,"#b8a792",0.721568627451
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Filippino Lippi",1425,10,"#6c433a",0.423529411765
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,14,"#775449",0.466666666667
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,28,"#9d846d",0.61568627451
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,30,"#ae9a85",0.682352941176
"Mérode-Altar; Gesamtansicht; Mitteltafel by Robert Campin",1425,35,"#c0a681",0.752941176471
"Polyptychon für Santa Maria del Carmine in Pisa; Mitteltafel by Masaccio",1426,23,"#b07d5c",0.690196078431
"Polyptychon für Santa Maria del Carmine in Pisa; Bekrönung by Masaccio",1426,313,"#311f2d",0.192156862745
"Trinity by Masaccio",1427,33,"#c8b8a4",0.78431372549
"Aufnahme des Namens für die Taufe; Fragment eines Polyptychon by Fra Angelico",1428,27,"#504a45",0.313725490196
"Très Belles Heures de Notre-Dame (Turin-Mailänder Gebetbuch); Szene by Unknown.",1430,49,"#a29b79",0.635294117647
"Verkündigung an Maria; Altarretabel mit 5 Predellatafeln aus dem Marienleben; Haupttafel; Szene by Fra Angelico",1430,27,"#8a6d55",0.541176470588
"Verkündigung an Maria; Altarretabel mit 5 Predellatafeln aus dem Marienleben; Haupttafel; Szene by Fra Angelico",1430,28,"#cab8a8",0.792156862745
"Magdalenenaltar; linker Seitenflügel; Szene by Lucas Moser",1431,29,"#a47b54",0.643137254902
"Magdalenenaltar; Gesamtansicht by Lucas Moser",1431,12,"#765850",0.462745098039
"Das Jüngste Gericht; Detail by Fra Angelico",1432,22,"#957c6d",0.58431372549
"Das Jüngste Gericht; Detail by Fra Angelico",1432,8,"#1a1413",0.101960784314
"Porträt des Mannes mit dem Turban by Jan van Eyck",1433,11,"#9a4e3c",0.603921568627
"Porträt des Mannes mit dem Turban by Jan van Eyck",1433,45,"#ccb670",0.8
"Haupttafel des Altarretabels zum Leben Marias; Szene by Fra Angelico",1433,45,"#706647",0.439215686275
"Haupttafel des Altarretabels zum Leben Marias; Szene by Fra Angelico",1433,352,"#3d2629",0.239215686275
"Haupttafel des Altarretabels zum Leben Marias; Szene by Fra Angelico",1433,5,"#271e1d",0.152941176471
"Tabernakel der Flachsweber-Zunft von Florenz; linke Predellatafel; Szene by Fra Angelico",1433,9,"#b14d3a",0.694117647059
"Tabernakel der Flachsweber-Zunft von Florenz; rechte Predellatafel; Szene by Fra Angelico",1433,4,"#211615",0.129411764706
"Arnolfini-Hochzeit; Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami; Detail by Jan van Eyck",1434,41,"#9f8b5d",0.623529411765
"Marienkrönung; Detail by Fra Angelico",1434,285,"#524f53",0.325490196078
"Marienkrönung; Detail by Fra Angelico",1434,15,"#573326",0.341176470588
"Marienkrönung; Detail by Fra Angelico",1434,247,"#474363",0.388235294118
"Marienkrönung by Fra Angelico",1434,19,"#654535",0.396078431373
"Arnolfini-Hochzeit; Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami; Detail by Jan van Eyck",1434,33,"#503f2a",0.313725490196
"Arnolfini-Hochzeit; Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami; Detail by Jan van Eyck",1434,33,"#201c17",0.125490196078
"Arnolfini-Hochzeit; Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami; Detail by Jan van Eyck",1434,36,"#785d34",0.470588235294
"Arnolfini-Hochzeit; Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami; Detail by Jan van Eyck",1434,34,"#382710",0.219607843137
"Arnolfini-Hochzeit; Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami; Detail by Jan van Eyck",1434,34,"#b99e79",0.725490196078
"Arnolfini-Hochzeit; Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami; Detail by Jan van Eyck",1434,308,"#1d161c",0.113725490196
"Maria mit dem Kind und Engeln; Haupttafel eines Triptychons mit zwei Heiligen je Flügel; Predellatafeln zum Leben des Hl. Dominikus und Giebelszenen by Fra Angelico",1435,29,"#a77e57",0.654901960784
"Fresken im Dom zu Prato; Szene by Paolo Uccello",1435,20,"#9d694e",0.61568627451
"Taufe Christi by Masolino da Panicale",1435,18,"#8b7b74",0.545098039216
"Pietà by Rogier van der Weyden",1435,43,"#a09065",0.627450980392
"Geburt Christi by Rogier van der Weyden",1435,51,"#b8b396",0.721568627451
"Schädel Adams am Berge Golgatha; Detail einer Kreuzigung mit Hl. Nikolaus und Hl. Franziskus by Fra Angelico",1435,31,"#866d52",0.525490196078
"Fresken im Dom zu Prato; Szene by Paolo Uccello",1435,0,"#fdfcfc",0.992156862745
"Fresken im Dom zu Prato; Szene by Paolo Uccello",1435,33,"#ded1c1",0.870588235294
"Predella des Quaranta-Altares; mittlere Tafel; Szene by Paolo Uccello",1435,18,"#97857d",0.592156862745
"Fresken im Dom zu Prato; Szene by Paolo Uccello",1435,17,"#956b5a",0.58431372549
"Predella des Quaranta-Altares; mittlere Tafel; Szene by Paolo Uccello",1435,21,"#ab8a77",0.670588235294
"Madonna des Kanzlers Nicholas Rolin; Detail by Jan van Eyck",1435,19,"#c0a395",0.752941176471
"Madonna des Kanzlers Nicholas Rolin; Detail by Jan van Eyck",1435,40,"#3a2b0c",0.227450980392
"Gemaltes Reiterstandbild des Giovanni Acuto (John Hawkwood). by Paolo Uccello",1436,39,"#c1b6a1",0.756862745098
"Gemaltes Reiterstandbild des Giovanni Acuto (John Hawkwood); Detail. by Paolo Uccello",1436,29,"#a19385",0.63137254902
"The Deposition by Fra Angelico",1436,19,"#bc7756",0.737254901961
"Mare de Déu del canonge Joris van der Paele. Detall by Jan van Eyck",1436,13,"#341810",0.203921568627
"Altarpolyptychon für San Francesco in Borgo S. Sepolcro; Szene by Stefano di Giovanni",1437,25,"#433830",0.262745098039
"Kreuzabnahme; Detail by Fra Angelico",1437,27,"#c9ab92",0.788235294118
"Kreuzabnahme; Detail by Fra Angelico",1437,27,"#7b614b",0.482352941176
"Thronende Maria mit dem Kind und Heiligen by Fra Angelico",1437,11,"#885448",0.533333333333
"Kreuzabnahme by Fra Angelico",1437,39,"#998661",0.6
"Altarpolyptychon für San Francesco in Borgo S. Sepolcro; Szene by Stefano di Giovanni",1437,220,"#222e47",0.278431372549
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,0,"#2e2626",0.180392156863
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,20,"#5e4234",0.36862745098
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,23,"#a58570",0.647058823529
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,42,"#dfd0ac",0.874509803922
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Haupttafel by Fra Angelico",1438,26,"#ba8052",0.729411764706
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,15,"#905e4c",0.564705882353
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,5,"#432825",0.262745098039
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,5,"#61423f",0.380392156863
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,8,"#402824",0.250980392157
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,23,"#aa8269",0.666666666667
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Haupttafel by Fra Angelico",1438,29,"#b1865c",0.694117647059
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Predella; sechste Szene by Fra Angelico",1438,1,"#513433",0.317647058824
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Predella; neunte Szene by Fra Angelico",1438,33,"#684e2d",0.407843137255
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Predella; achte Szene by Fra Angelico",1438,31,"#ae9579",0.682352941176
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Predella; vierte Szene by Fra Angelico",1438,22,"#c3a18c",0.764705882353
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Predella; zweite Szene by Fra Angelico",1438,25,"#8f6b51",0.560784313725
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Predella; erste Szene by Fra Angelico",1438,27,"#9c7c61",0.611764705882
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Predella by Fra Angelico",1438,28,"#976c46",0.592156862745
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,34,"#b2a38e",0.698039215686
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,32,"#d1a775",0.819607843137
"Kalpasûtra-Manuskript; Szene by Unknown.",1439,23,"#917b6d",0.56862745098
"Fresken der Kreuzgangloggia von San Miniato al Monte in Florenz; nur fragmentarisch erhalten; Szene by Paolo Uccello",1439,35,"#a8957a",0.658823529412
"Adorazione del Bambino by Fra Angelico",1439,34,"#b09672",0.690196078431
"Heilige und zwei Kinder; Fragment by Paolo Uccello",1440,14,"#5c3f36",0.360784313725
"Marienkrönung [Detail]. by Filippo Lippi",1441,34,"#b08243",0.690196078431
"Krönung Mariä by Filippo Lippi",1441,24,"#322014",0.196078431373
"Krönung Mariä by Filippo Lippi",1441,34,"#ce9444",0.807843137255
"Verkündigungsaltar; rechter Flügel; Innenseite by Barthélemy d'Eyck",1443,36,"#baa789",0.729411764706
"Verkündigungsaltar; linker Flügel; Innenseite unten by Barthélemy d'Eyck",1443,8,"#7d534c",0.490196078431
"Darbringung im Tempel by Unknown.",1444,201,"#5e7f92",0.572549019608
"Heiligentaler Altar; Szene by NA",1444,68,"#8a915f",0.56862745098
"Petrusaltar; Fragment eines Altares der Petrus-Kathedrale in Genf; linker Flügel innen by Konrad Witz",1444,12,"#6d453a",0.427450980392
"Petrusaltar; Fragment eines Altares der Petrus-Kathedrale in Genf; linker Flügel außen by Konrad Witz",1444,60,"#d9d9ce",0.850980392157
"Petrusaltar; Fragment eines Altares der Petrus-Kathedrale in Genf; rechter Flügel außen by Konrad Witz",1444,353,"#593236",0.349019607843
"Petrusaltar; Fragment eines Altares der Petrus-Kathedrale in Genf; linker Flügel außen by Konrad Witz",1444,46,"#dfdac8",0.874509803922
"Kreuzaltars der Augustiner-Stiftskirche in Polling; Innenseiten der Flügel; Szene by Unknown.",1444,35,"#ccbba2",0.8
"Abendmahl by Andrea del Castagno",1445,26,"#cfb9a7",0.811764705882
"Porträt eines Kartäusers by Petrus Christus",1446,359,"#4c0b0c",0.298039215686
"Freskenzyklus zur Genesis im Kreuzgang von Santa Maria Novella in Florenz; Szene by Paolo Uccello",1446,33,"#ddc8ad",0.866666666667
"Alttestamentarischer Freskenzyklus zur Genesis im Kreuzgang von Santa Maria Novella in Florenz; Szene Lünette by Paolo Uccello",1446,18,"#874f37",0.529411764706
"Lawrence before Valerianus; crop of File:Fra Angelico 055.jpg by Fra Angelico",1447,39,"#897c63",0.537254901961
"Freskenzyklus zum Leben der Heiligen Stephan und Laurentius; Szene by Fra Angelico",1447,46,"#beb183",0.745098039216
"Freskenzyklus zum Leben der Heiligen Stephan und Laurentius; Szene by Fra Angelico",1447,18,"#6d3117",0.427450980392
"Freskenzyklus zum Leben der Heiligen Stephan und Laurentius; Szene by Fra Angelico",1447,17,"#c7ab9f",0.780392156863
"Freskenzyklus zum Leben der Heiligen Stephan und Laurentius; Szene by Unknown.",1447,27,"#8e613a",0.556862745098
"Darbringung im Tempel by Stefan Lochner",1447,31,"#a46e32",0.643137254902
"Freskenzyklus zum Leben der Heiligen Stephan und Laurentius; Szene by Fra Angelico",1447,38,"#c0a679",0.752941176471
"Altar des Jüngsten Gerichtes in Beaune; rechte obere Aufsatztafel by Rogier van der Weyden",1448,0,"#797171",0.474509803922
"Altar des Jüngsten Gerichts in Beaune; rechter äußerer Flügel by Rogier van der Weyden",1448,31,"#b98b58",0.725490196078
"Szenen aus dem Leben der Heiligen Stephan und Laurentius by Fra Angelico",1448,52,"#eae3b4",0.917647058824
"Hl. Eligius in seiner [Goldschmiede-]Werkstatt by Petrus Christus",1449,33,"#9e7848",0.619607843137
"Sant Eloi al seu taller per Petrus Christus; 1449 (Nova York; Metropolitan Museum of Art). L'obra abans de la supressió de l'halo. by Petrus Christus",1449,17,"#702f15",0.439215686275
"Verkündigung by Filippo Lippi",1449,0,"#fcfcfc",0.988235294118
"Kniende Stifterin by Petrus Christus",1450,31,"#83633f",0.513725490196
"Allegorical Figure (Calliope?) Cosme Tura by Cosimo Tura",1450,74,"#b0b3a7",0.701960784314
"Kniende Stifterin (detail) by Petrus Christus",1450,40,"#c4ab76",0.76862745098
"Kniender Stifter by Petrus Christus",1450,22,"#87593d",0.529411764706
"Porträt eines Mannes by Cosimo Tura",1450,340,"#26171c",0.149019607843
"Hl. Markus; Evangelist by Andrea Mantegna",1450,37,"#b59c73",0.709803921569
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Detail by Piero della Francesca",1452,57,"#504f3c",0.313725490196
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,6,"#130a09",0.0745098039216
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,15,"#723925",0.447058823529
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,31,"#ab9b89",0.670588235294
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,33,"#a69a8b",0.650980392157
"Piero della Francesca by Piero della Francesca",1452,20,"#8e7a70",0.556862745098
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,30,"#b0a08f",0.690196078431
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,23,"#a68c7b",0.650980392157
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,41,"#705415",0.439215686275
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Detail by Piero della Francesca",1452,260,"#4b4a4d",0.301960784314
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,25,"#9e8e82",0.619607843137
"Piero della Francesca by Piero della Francesca",1452,13,"#745951",0.454901960784
"Legend of the True Cross - Exaltation of the Cross (c. 1452-66; Fresco; San Francesco; Arezzo; Italy) by Piero della Francesca",1452,10,"#322d2c",0.196078431373
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,13,"#564844",0.337254901961
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,17,"#77665f",0.466666666667
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,34,"#938470",0.576470588235
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,50,"#b9b7ad",0.725490196078
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,33,"#c2b8ab",0.760784313725
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,0,"#534c4c",0.325490196078
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,348,"#312124",0.192156862745
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,48,"#817f77",0.505882352941
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,1,"#40201f",0.250980392157
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,350,"#3b3536",0.23137254902
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,28,"#867464",0.525490196078
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,39,"#beb6a7",0.745098039216
"Aufbahrung des Hl. Stephan by Filippo Lippi",1452,11,"#b68f86",0.713725490196
"Legend of the True Cross - Exaltation of the Cross (c. 1452-66; Fresco; San Francesco; Arezzo; Italy) by Piero della Francesca",1452,20,"#8c6e5f",0.549019607843
"reskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,19,"#715d53",0.443137254902
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,33,"#d0c5b7",0.81568627451
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,10,"#503e3a",0.313725490196
"Piero della Francesca by Piero della Francesca",1452,353,"#4a4142",0.290196078431
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,19,"#251d19",0.145098039216
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,30,"#6d6359",0.427450980392
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,25,"#685649",0.407843137255
"Schutzmantelmadonna der Familie Cadard by Enguerrand Quarton",1452,30,"#cfaf8e",0.811764705882
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,21,"#756054",0.458823529412
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,345,"#31292b",0.192156862745
"لوحة فنيَّة من كنيسة القديس فرنسيس في أريتسو. يظهرُ فيها انتصار الروم البيزنطيين بقيادة القيصر هرقل على الفُرس الساسانيين بقيادة الشاه كسرى الثاني، واسترجاعهم الصليب الحقيقيّ وإعادته إلى بيت المقدس. by Piero della Francesca",1452,20,"#a28678",0.635294117647
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,27,"#917b69",0.56862745098
"Freskenzyklus der Legende vom Heiligen Kreuz im Chor von San Francesco in Arezzo. Szene by Piero della Francesca",1452,13,"#4f3d38",0.309803921569
"Legend of the True Cross - The Battle of Milvian Bridge (c. 1452-66; Fresco; San Francesco; Arezzo; Italy) by Piero della Francesca",1452,34,"#dad2c7",0.854901960784
"Altarretabel des Hl. Lukas; Detail by Andrea Mantegna",1453,35,"#d6a865",0.839215686275
"St. Lucas altarpiece by Andrea Mantegna",1453,29,"#d0a67d",0.81568627451
"Saint Lucas altarpiece by Andrea Mantegna",1453,350,"#352f30",0.207843137255
"St. Lucas altarpiece by Andrea Mantegna",1453,15,"#8f5a48",0.560784313725
"St. Lucas altarpiece by Andrea Mantegna",1453,28,"#a38162",0.639215686275
"St. Lucas altarpiece by Andrea Mantegna",1453,27,"#83664e",0.513725490196
"Jesus; St. Lucas altarpiece by Andrea Mantegna",1453,25,"#896245",0.537254901961
"Jesus; St. Lucas altarpiece by Unknown.",1453,30,"#bb9670",0.733333333333
"Marienkrönung; Altar der Kartause zu Villeneuve-lès-Avignon. by Enguerrand Quarton",1454,14,"#794534",0.474509803922
"Der Herbst (Die Muse Polyhymnia) by Francesco del Cossa",1455,17,"#482d22",0.282352941176
"Christus am Ölberg im Garten Gethsemane by Andrea Mantegna",1455,0,"#381c1c",0.219607843137
"Christus am Ölberg im Garten Gethsemane by Andrea Mantegna",1455,228,"#737478",0.470588235294
"Christus am Ölberg im Garten Gethsemane by Andrea Mantegna",1455,5,"#442522",0.266666666667
"Christus am Ölberg im Garten Gethsemane by Andrea Mantegna",1455,29,"#9e7854",0.619607843137
"Christus am Ölberg im Garten Gethsemane by Andrea Mantegna",1455,9,"#412722",0.254901960784
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,12,"#5c3e36",0.360784313725
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,21,"#8e6147",0.556862745098
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,32,"#d4af82",0.83137254902
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,23,"#c89270",0.78431372549
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,27,"#d6a57b",0.839215686275
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,18,"#b57456",0.709803921569
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,38,"#e2cba2",0.886274509804
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,24,"#a17454",0.63137254902
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,31,"#c9a57c",0.788235294118
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1456,1,"#4c2b2a",0.298039215686
"Hl. Georg und der Drache by Paolo Uccello",1456,1,"#673938",0.403921568627
"Marienfelder Altar; linker Flügel innen unten links by Johann Koerbecke",1457,17,"#c5afa6",0.772549019608
"Tryptich of the martyrdom of Saint Erasmus by Dieric Bouts",1458,176,"#5a7b79",0.482352941176
"Altarretabel von San Zeno in Verona; Triptychon; by Andrea Mantegna",1459,27,"#ad917a",0.678431372549
"Altarretabel von San Zeno in Verona; Triptychon; rechte Tafel by Andrea Mantegna",1459,15,"#935945",0.576470588235
"Altarretabel von San Zeno in Verona; Triptychon; rechte Tafel by Andrea Mantegna",1459,31,"#6d645a",0.427450980392
"Altarretabel von San Zeno in Verona by Andrea Mantegna",1459,208,"#c3ccd4",0.83137254902
"Altarretabel von San Zeno in Verona by Andrea Mantegna",1459,25,"#bca696",0.737254901961
"Zug der Hl. Drei Könige by Benozzo Gozzoli",1459,33,"#8c8173",0.549019607843
"Altarretabel von San Zeno in Verona by Andrea Mantegna",1459,51,"#c4ba7f",0.76862745098
"Porträt eines Mannes by Dieric Bouts",1460,280,"#141016",0.0862745098039
"Geburt Christi by Piero della Francesca",1460,32,"#2f2922",0.18431372549
"Amor gibt Ardent Desir das Herz des träumenden René by Unknown.",1460,19,"#7b5847",0.482352941176
"Miniatur aus der »La Teseida« des Boccaccio; französisches Manuskript; Szene by Barthélemy d'Eyck",1460,13,"#302623",0.188235294118
"Christus am Kreuz; Maria; Hl. Johannes der Täufer; Hl. Johannes Evangelist und Hl. Franziskus by Paolo Uccello",1460,29,"#e9c6a5",0.913725490196
